,type,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2013-14,2011-12,2012-13,2010-11
400,Forward,1996,24,Herisau,Unknown,CHE,CHE,72,210,True,False,False,False,L,Y,1209.48,27.0,22.0,42.0,199.0,70.0,155.0,2.0,9.0,147.33,1013.38,42.0,32.43,11.1,2.0,0.0,0.0,0.0,48.37,38.0,-22.0,49.0,1531.0,17.16,14.28,0.41,2.06,1323.52,36,30,55,250,78,99,6,10,140.52,1142.52,55,31.57,12.0,2,2,0,1,40.08,40,9,66,1730,16.58,14.39,0.3,1.48,1204.17,15,21,51,210,81,105,3,4,102.41,1083.26,51,48.63,10.0,4,0,0,0,18.1,48,2,36,1656,14.52,13.22,0.13,1.16,424.06,3,3,10,85,34,64,0,0,6.19,404.0,10,20.0,3.53,1,0,0,0,13.47,5,1,6,626,12.28,11.52,0.24,0.11,0.0,0.0,0.0,0.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0
401,Defenseman,1996,25,Kosice,Unknown,SVK,SVK,75,222,True,False,False,False,R,Y,136.42,3.0,0.0,6.0,5.0,13.0,14.0,0.0,0.0,0.0,126.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,10.42,12.0,-2.0,3.0,211.0,10.3,9.41,0.49,0.0,876.24,9,1,27,65,61,110,0,2,18.09,822.1,27,0.0,1.54,0,0,0,0,36.05,82,-14,10,1294,14.22,13.28,0.35,0.17,15.56,0,0,0,0,2,4,0,0,0.0,15.56,0,0.0,0.0,0,0,0,0,0.0,0,0,0,28,7.58,7.58,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,265106.0,0.0,0.0,0.0,0.0
402,Forward,1997,24,Liepaja,Unknown,LVA,LVA,71,180,True,False,False,False,L,Y,182.05,2.0,1.0,0.0,23.0,15.0,19.0,0.0,0.0,25.2,156.45,0.0,0.0,4.3,1.0,0.0,0.0,0.0,0.0,7.0,-2.0,3.0,256.0,12.08,10.27,0.0,1.41,444.45,9,5,10,48,36,18,3,4,51.51,384.49,10,14.28,10.42,1,0,0,0,8.05,24,-7,14,585,12.21,10.41,0.13,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,735000.0,0.0,0.0,0.0,0.0
403,Defenseman,1998,22,Toronto,ON,CAN,CAN,71,185,True,False,False,False,L,Y,969.08,9.0,2.0,30.0,63.0,61.0,120.0,0.0,0.0,18.49,904.09,30.0,0.0,3.2,0.0,0.0,0.0,1.0,46.1,58.0,-15.0,11.0,1253.0,15.53,14.49,0.45,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,925000.0,925000.0,0.0,0.0,0.0,0.0
404,Defenseman,1992,28,Mlada Boleslav,Unknown,CZE,CZE,71,200,True,False,False,False,L,Y,824.38,7.0,2.0,14.0,40.0,48.0,91.0,0.0,0.0,1.54,741.41,14.0,0.0,5.0,0.0,0.0,0.0,0.0,81.03,60.0,-13.0,9.0,1098.0,17.1,15.27,1.41,0.02,623.52,8,1,8,41,41,67,0,0,2.0,587.25,8,0.0,2.44,1,0,0,0,34.27,34,7,9,850,15.12,14.19,0.5,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2450000.0,0.0,0.0,0.0,0.0
405,Forward,1998,22,Westwood,NJ,USA,USA,71,183,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637952.0,0.0,0.0,0.0,0.0
406,Forward,1994,27,St. Petersburg,Unknown,RUS,RUS,70,192,True,False,False,False,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,71770.0,0.0,0.0,0.0,0.0
407,Forward,1987,33,Oxford,MI,USA,USA,64,176,True,False,False,False,L,Y,412.36,6.0,4.0,22.0,55.0,30.0,46.0,0.0,0.0,9.15,391.21,22.0,50.0,7.3,0.0,0.0,0.0,0.0,12.0,8.0,-7.0,10.0,560.0,13.45,13.02,0.24,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.12,0,0,0,1,2,4,0,0,0.0,17.12,0,0.0,0.0,0,0,0,0,0.0,0,-1,0,25,8.36,8.36,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,120680.0,0.0,0.0,0.0,0.0
408,Defenseman,1990,31,Stouffville,ON,CAN,CAN,72,195,True,False,False,False,L,Y,916.55,13.0,2.0,14.0,57.0,49.0,101.0,0.0,1.0,38.47,809.42,14.0,0.0,3.5,0.0,0.0,0.0,0.0,68.26,55.0,5.0,15.0,1195.0,18.42,16.31,1.23,0.47,715.12,9,1,8,45,42,129,0,0,3.46,639.49,8,0.0,2.22,0,0,0,0,71.37,53,-2,10,925,17.01,15.14,1.42,0.05,1705.56,16,6,48,128,82,244,0,5,74.54,1454.22,48,0.0,4.69,0,0,0,0,176.4,127,-8,22,2166,20.48,17.44,2.09,0.54,994.42,12,6,28,92,51,173,0,1,48.46,880.4,28,0.0,6.52,0,0,0,1,65.16,85,-5,18,1314,19.3,17.16,1.16,0.57,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0
409,Defenseman,1993,28,Kingston,ON,CAN,CAN,74,206,True,False,False,False,L,Y,543.53,7.0,1.0,16.0,37.0,39.0,46.0,0.0,0.0,1.13,518.57,16.0,0.0,2.7,0.0,0.0,0.0,0.0,23.43,48.0,-3.0,8.0,722.0,13.56,13.18,0.36,0.01,952.29,15,2,23,54,73,73,0,0,0.54,884.31,23,0.0,3.7,0,0,0,0,67.04,81,6,17,1338,13.02,12.07,0.55,0.0,425.35,3,2,8,28,32,35,0,0,0.53,397.42,8,0.0,7.14,1,0,0,1,27.0,44,0,5,574,13.17,12.25,0.5,0.01,286.09,2,1,10,16,22,21,0,0,0.0,279.26,10,0.0,6.25,0,0,0,0,6.43,24,3,3,404,13.0,12.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0
410,Forward,1994,27,Chicago,IL,USA,USA,74,208,True,False,False,False,L,Y,111.15,1.0,2.0,5.0,18.0,9.0,27.0,0.0,0.0,0.14,108.21,5.0,0.0,11.1,0.0,0.0,0.0,0.0,2.4,10.0,0.0,3.0,156.0,12.21,12.02,0.17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.37,1,0,0,8,8,8,0,0,2.08,63.29,0,50.0,0.0,0,0,0,0,0.0,1,0,1,98,8.12,7.56,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,173098.0,271572.0,0.0,0.0,0.0,0.0
411,Defenseman,1994,26,Arlington,TX,USA,USA,76,213,True,False,False,False,R,Y,1415.41,24.0,6.0,20.0,126.0,56.0,62.0,2.0,9.0,144.07,1136.11,20.0,0.0,4.8,0.0,0.0,0.0,1.0,135.23,123.0,10.0,30.0,1628.0,25.16,20.17,2.25,2.34,1936.42,37,9,28,184,75,106,0,10,175.24,1590.04,28,0.0,4.89,4,3,0,3,171.14,133,1,46,2214,25.49,21.12,2.16,2.2,1918.57,41,16,30,249,78,92,7,24,210.43,1566.32,30,0.0,6.43,4,1,0,0,141.42,124,10,57,2256,24.36,20.05,1.49,2.42,1755.15,30,12,24,152,75,61,1,7,124.51,1471.2,24,0.0,7.89,3,3,0,0,159.04,118,6,42,2247,23.24,19.37,2.07,1.39,0.0,0.0,5400000.0,5400000.0,5400000.0,5400000.0,5400000.0,0.0,0.0,0.0,0.0
412,Forward,1995,26,Winnipeg,MB,CAN,CAN,70,192,True,False,False,False,L,Y,1213.55,27.0,17.0,35.0,179.0,71.0,32.0,1.0,11.0,164.5,1047.41,35.0,48.85,9.5,3.0,2.0,0.0,0.0,1.24,13.0,-3.0,44.0,1518.0,17.05,14.45,0.01,2.19,1425.19,44,28,80,203,82,53,4,11,210.34,1210.13,80,44.88,13.79,2,0,0,0,4.32,39,20,72,1751,17.22,14.45,0.03,2.34,1369.54,36,9,73,150,82,49,1,9,213.2,1152.32,73,44.9,6.0,0,0,0,0,4.02,28,-7,45,1867,16.42,14.03,0.02,2.36,1001.52,29,9,40,108,59,28,1,8,151.13,844.06,40,50.0,8.33,1,0,0,0,6.33,21,-9,38,1233,16.58,14.18,0.06,2.33,0.0,0.0,0.0,0.0,0.0,0.0,4600000.0,0.0,0.0,0.0,0.0
413,Forward,1996,25,St. Louis,MO,USA,USA,76,201,True,False,False,True,L,Y,93.31,1.0,0.0,0.0,13.0,10.0,8.0,0.0,0.0,0.51,92.4,0.0,37.03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,125.0,9.21,9.16,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,229292.0,0.0,0.0,0.0,0.0
414,Forward,1997,24,Columbus,OH,USA,USA,73,187,True,False,False,False,R,Y,1057.5,17.0,12.0,12.0,117.0,71.0,58.0,1.0,2.0,93.04,964.44,12.0,47.29,10.3,0.0,0.0,0.0,0.0,0.02,21.0,4.0,29.0,1389.0,14.53,13.35,0.0,1.18,750.14,15,9,4,74,77,32,5,7,47.06,702.47,4,43.54,12.16,0,0,0,0,0.21,21,-2,24,1015,9.44,9.07,0.0,0.36,381.59,9,5,2,38,31,20,0,0,36.06,345.53,2,46.15,13.16,1,0,0,0,0.0,9,5,14,519,12.19,11.09,0.0,1.09,8.24,0,0,0,1,1,0,0,0,0.0,8.24,0,16.66,0.0,0,0,0,0,0.0,1,-1,0,14,8.24,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0
415,Defenseman,1997,24,Orebro,Unknown,SWE,SWE,77,203,True,False,False,False,L,Y,65.16,0.0,0.0,2.0,3.0,6.0,5.0,0.0,0.0,0.57,61.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,-1.0,0.0,100.0,10.52,10.15,0.27,0.09,9.21,0,0,2,1,1,0,0,0,0.0,8.22,2,0.0,0.0,0,0,0,0,0.59,0,-1,0,17,9.21,8.22,0.59,0.0,158.37,2,0,4,18,14,10,0,0,0.08,155.07,4,0.0,0.0,0,0,0,0,3.22,10,0,2,209,11.19,11.04,0.14,0.0,34.15,1,0,0,3,2,5,0,0,0.0,33.31,0,0.0,0.0,0,0,0,0,0.44,2,-2,1,46,17.07,16.45,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663740.0,0.0,0.0,0.0,0.0
416,Defenseman,1993,28,Volketswil,Unknown,CHE,CHE,74,186,True,False,False,False,L,Y,527.07,4.0,1.0,12.0,51.0,33.0,24.0,1.0,1.0,29.25,497.41,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.01,28.0,-9.0,5.0,702.0,15.58,15.04,0.0,0.53,336.38,5,0,6,16,25,16,0,0,0.25,335.39,6,0.0,0.0,0,0,0,0,0.34,21,6,5,470,13.27,13.25,0.01,0.01,135.59,4,0,2,12,11,2,0,0,0.59,132.27,2,0.0,0.0,0,0,0,0,2.33,10,2,4,183,12.21,12.02,0.13,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0
417,Defenseman,1995,25,Yaroslavl,Unknown,RUS,RUS,73,213,True,False,False,False,L,Y,1309.34,13.0,5.0,18.0,81.0,69.0,79.0,0.0,0.0,4.03,1203.18,18.0,0.0,6.2,1.0,0.0,0.0,0.0,102.13,92.0,1.0,18.0,1670.0,18.58,17.26,1.28,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1650000.0,0.0,0.0,0.0,0.0
418,Forward,1997,24,Columbus,OH,USA,USA,73,212,True,False,False,True,R,Y,19.55,0.0,0.0,2.0,6.0,3.0,10.0,0.0,0.0,0.0,19.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,6.38,6.38,0.0,0.0,18.27,0,0,0,2,2,10,0,0,1.37,16.5,0,0.0,0.0,0,0,0,0,0.0,1,0,0,25,9.13,8.25,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,171072.0,0.0,0.0,0.0,0.0
419,Forward,1998,23,TAMPERE,Unknown,FIN,FIN,77,210,True,False,False,False,R,Y,1319.53,35.0,28.0,22.0,226.0,68.0,97.0,8.0,16.0,219.24,1100.19,22.0,37.03,12.4,1.0,0.0,0.0,0.0,0.1,35.0,8.0,63.0,1482.0,19.24,16.1,0.0,3.13,1413.07,20,30,42,245,82,70,15,23,287.36,1124.2,42,36.66,12.24,3,0,0,0,1.11,44,-24,50,1620,17.13,13.42,0.0,3.3,1351.25,26,44,24,241,82,74,20,31,246.33,1104.46,24,25.58,18.26,8,0,0,0,0.06,43,8,70,1662,16.28,13.28,0.0,3.0,1307.37,28,36,26,204,73,80,9,14,199.18,1106.54,26,0.0,17.65,5,1,0,0,1.25,33,7,64,1633,17.54,15.09,0.01,2.43,0.0,0.0,0.0,0.0,0.0,6000000.0,6788775.0,0.0,0.0,0.0,0.0
420,Defenseman,1998,23,Parkland,FL,USA,USA,75,197,True,False,False,True,R,Y,304.5,2.0,1.0,4.0,23.0,22.0,25.0,0.0,0.0,0.0,299.29,4.0,0.0,4.3,0.0,0.0,0.0,0.0,5.21,21.0,1.0,3.0,391.0,13.51,13.36,0.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,118546.0,566956.0,372403.0,0.0,0.0,0.0,0.0
421,Forward,1999,21,Saint-Martin-d'Hères,Unknown,FRA,FRA,73,186,True,False,False,False,L,Y,458.56,7.0,6.0,10.0,49.0,36.0,20.0,0.0,1.0,20.03,437.34,10.0,36.5,12.2,1.0,1.0,0.0,0.0,1.19,7.0,3.0,13.0,599.0,12.44,12.09,0.02,0.33,25.32,0,1,0,6,2,2,0,0,0.0,25.32,0,0.0,16.67,0,0,0,0,0.0,1,3,1,32,12.46,12.46,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,100564.0,925000.0,917855.0,0.0,0.0,0.0,0.0
422,Forward,1999,22,Nykoping,Unknown,SWE,SWE,72,193,True,False,False,False,R,Y,687.03,10.0,10.0,8.0,97.0,56.0,52.0,5.0,8.0,75.33,611.25,8.0,30.76,10.3,4.0,1.0,0.0,0.0,0.05,17.0,-10.0,20.0,907.0,12.16,10.55,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,925000.0,616421.0,0.0,0.0,0.0,0.0
423,Forward,1995,26,Bellmawr,NJ,USA,USA,74,200,True,False,False,False,L,Y,547.32,5.0,7.0,12.0,69.0,50.0,79.0,0.0,0.0,1.39,545.53,12.0,36.36,10.1,3.0,0.0,0.0,0.0,0.0,15.0,10.0,12.0,774.0,10.57,10.55,0.0,0.01,153.5,0,0,0,18,13,24,0,0,1.15,152.35,0,0.0,0.0,0,0,0,0,0.0,1,-4,0,197,11.5,11.44,0.0,0.05,11.21,0,0,0,2,1,0,0,0,0.16,11.05,0,0.0,0.0,0,0,0,0,0.0,0,1,0,14,11.21,11.05,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,975000.0,0.0,0.0,0.0,0.0
424,Defenseman,1994,27,Turku,Unknown,FIN,FIN,72,196,True,False,False,False,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,386757.0,0.0,0.0,0.0,0.0
425,Forward,1988,33,Hartford,CT,USA,USA,73,195,True,False,False,False,L,Y,1106.47,17.0,18.0,16.0,104.0,67.0,17.0,1.0,1.0,96.33,835.43,16.0,52.58,17.3,3.0,0.0,0.0,0.0,174.31,89.0,17.0,35.0,1526.0,16.31,12.28,2.36,1.26,1320.44,18,17,18,118,81,24,3,3,134.31,1029.18,18,51.76,14.41,1,0,0,1,156.55,70,27,35,1873,16.18,12.42,1.56,1.39,1110.08,13,12,20,83,71,18,0,0,48.17,913.55,20,54.33,14.46,0,0,0,0,147.56,72,4,25,1673,15.38,12.52,2.05,0.4,1332.11,19,18,16,142,80,60,6,11,138.34,1010.22,16,47.98,12.68,1,0,1,1,183.15,99,-5,37,1883,16.39,12.37,2.17,1.43,0.0,0.0,0.0,4100000.0,4100000.0,4100000.0,4100000.0,0.0,0.0,0.0,0.0
426,Defenseman,1989,32,Ann Arbor,MI,USA,USA,73,225,True,False,False,False,L,Y,1150.24,22.0,4.0,36.0,92.0,65.0,83.0,0.0,0.0,1.11,993.33,36.0,0.0,4.3,1.0,0.0,0.0,0.0,155.4,122.0,21.0,26.0,1424.0,17.41,15.17,2.23,0.01,1402.41,13,2,115,82,71,107,0,0,5.56,1163.38,115,0.0,2.44,0,0,0,0,233.07,178,-1,15,1682,19.45,16.23,3.17,0.05,1190.57,15,5,76,84,67,95,0,1,1.35,1039.23,76,0.0,5.95,0,0,0,0,149.59,116,14,20,1587,17.46,15.3,2.14,0.01,1605.25,21,5,72,89,81,164,0,1,7.59,1402.23,72,0.0,5.62,1,0,0,0,195.03,194,26,26,2109,19.49,17.18,2.24,0.05,0.0,0.0,0.0,0.0,5000000.0,4750000.0,2818966.0,0.0,0.0,0.0,0.0
427,Defenseman,1989,31,Edmonton,AB,CAN,CAN,69,167,True,False,True,False,R,Y,1399.32,20.0,12.0,18.0,112.0,62.0,61.0,3.0,13.0,153.27,1094.17,18.0,0.0,10.7,2.0,0.0,0.0,0.0,151.48,102.0,-1.0,32.0,1560.0,22.34,17.38,2.26,2.28,1979.52,29,14,20,152,82,91,4,11,199.19,1588.1,20,100.0,9.21,0,0,0,1,192.23,145,-1,43,2170,24.08,19.22,2.2,2.25,1497.17,28,9,8,110,61,64,3,13,159.55,1165.47,8,0.0,8.18,2,1,0,0,171.35,127,-6,37,1639,24.32,19.06,2.48,2.37,1826.31,28,10,20,144,76,49,1,5,170.17,1491.34,20,0.0,6.94,2,1,0,1,164.4,140,33,38,2084,24.01,19.37,2.1,2.14,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0.0
428,Forward,1990,30,Landskrona,Unknown,SWE,SWE,73,203,True,False,False,False,L,Y,1028.5,21.0,9.0,20.0,87.0,60.0,39.0,1.0,6.0,147.52,861.33,20.0,40.0,10.3,1.0,1.0,0.0,0.0,19.25,22.0,-12.0,30.0,1259.0,17.08,14.21,0.19,2.27,923.34,17,13,8,115,58,28,2,9,144.05,777.37,8,32.0,11.3,1,0,0,0,1.52,24,-16,30,1106,15.55,13.24,0.01,2.29,463.45,9,5,14,42,29,8,1,3,83.51,377.13,14,48.64,11.9,0,0,0,0,2.41,9,-11,14,533,15.59,13.0,0.05,2.53,1393.3,34,24,10,129,82,32,5,19,231.22,1159.31,10,46.42,18.6,5,2,0,0,2.37,22,25,58,1613,16.59,14.08,0.01,2.49,0.0,0.0,0.0,0.0,0.0,5000000.0,4000000.0,0.0,0.0,0.0,0.0
429,Forward,1991,29,Buffalo,NY,USA,CAN,75,223,True,False,False,False,L,Y,860.36,14.0,11.0,30.0,86.0,59.0,184.0,0.0,0.0,1.55,751.27,30.0,37.5,12.8,0.0,0.0,0.0,0.0,107.14,36.0,8.0,25.0,1116.0,14.35,12.44,1.49,0.01,981.33,12,7,55,91,82,206,0,1,3.41,830.13,55,46.42,7.69,0,0,0,1,147.39,43,-1,19,1336,11.58,10.07,1.48,0.02,836.27,15,8,72,79,77,185,1,2,20.28,815.4,72,47.36,10.13,2,0,0,0,0.19,44,2,23,1129,10.51,10.35,0.0,0.15,1237.44,10,13,73,97,80,279,0,0,12.23,1132.36,73,20.0,13.4,0,0,1,1,92.45,57,-1,23,1592,15.28,14.09,1.09,0.09,0.0,0.0,0.0,2000000.0,3000000.0,3500000.0,3000000.0,0.0,0.0,0.0,0.0
430,Forward,1993,28,Leksand,Unknown,SWE,SWE,74,195,True,False,False,False,L,Y,450.44,8.0,5.0,6.0,38.0,43.0,26.0,0.0,0.0,10.32,438.51,6.0,44.11,13.2,2.0,0.0,0.0,0.0,1.21,8.0,7.0,13.0,605.0,10.28,10.12,0.01,0.14,593.05,6,3,8,55,49,40,0,2,74.36,516.21,8,47.44,5.45,0,0,0,0,2.08,12,-4,9,839,12.06,10.32,0.02,1.31,1092.03,17,14,12,126,71,62,4,11,150.04,941.04,12,54.88,11.11,3,0,0,0,0.55,29,0,31,1471,15.22,13.15,0.0,2.06,1418.08,29,16,16,186,82,43,4,10,174.23,1212.51,16,49.78,8.6,3,0,0,1,30.54,33,-10,45,1863,17.17,14.47,0.22,2.07,0.0,0.0,4000000.0,4000000.0,1720400.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0
431,Defenseman,1993,28,Karlstad,Unknown,SWE,SWE,73,194,True,False,False,False,L,Y,1487.03,26.0,2.0,24.0,103.0,69.0,41.0,0.0,1.0,26.42,1319.03,24.0,0.0,1.9,0.0,0.0,0.0,2.0,141.18,112.0,15.0,28.0,1698.0,21.33,19.07,2.02,0.23,1684.33,14,4,30,111,82,61,0,1,21.57,1489.43,30,0.0,3.6,2,0,1,1,172.53,135,-15,18,1997,20.32,18.1,2.06,0.16,1577.07,15,6,30,77,73,34,0,3,57.08,1344.34,30,0.0,7.79,1,0,0,0,175.25,139,23,21,1843,21.36,18.25,2.24,0.46,1330.38,22,3,20,85,68,20,2,7,104.01,1101.07,20,0.0,3.53,2,0,0,0,125.3,89,5,25,1694,19.34,16.11,1.5,1.31,0.0,2500000.0,4000000.0,4500000.0,4750000.0,5750000.0,3500000.0,0.0,0.0,0.0,0.0
432,Defenseman,1988,32,Maple Ridge,BC,CAN,CAN,69,177,True,False,False,False,L,Y,893.06,11.0,8.0,6.0,106.0,59.0,12.0,3.0,10.0,133.16,756.3,6.0,0.0,7.5,0.0,0.0,0.0,0.0,3.2,39.0,-7.0,19.0,1051.0,15.08,12.49,0.03,2.15,625.23,7,5,8,75,42,18,4,8,101.15,523.37,8,0.0,6.67,1,0,0,0,0.31,28,-2,12,771,14.53,12.28,0.0,2.24,749.07,15,3,6,80,45,19,2,12,107.28,638.29,6,0.0,3.75,0,0,0,0,3.1,36,-5,18,944,16.38,14.11,0.04,2.23,174.01,5,1,2,14,12,0,1,2,7.22,163.41,2,0.0,7.14,0,0,0,0,2.58,3,-1,6,255,14.3,13.38,0.14,0.36,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,0.0,0.0,0.0,0.0
433,Forward,1994,26,Hilton Head Island,SC,USA,USA,72,192,True,False,False,False,R,Y,845.38,11.0,9.0,69.0,114.0,69.0,44.0,1.0,1.0,6.0,765.05,69.0,54.6,7.9,1.0,0.0,0.0,0.0,74.33,54.0,4.0,20.0,1128.0,12.15,11.05,1.04,0.05,1088.47,14,12,74,145,83,107,0,0,21.49,1032.23,74,25.0,8.28,2,0,0,0,34.35,39,1,26,1476,13.07,12.26,0.25,0.15,1018.51,20,11,72,129,78,113,1,2,51.37,943.29,72,45.81,8.53,2,0,0,0,23.45,38,1,31,1370,13.03,12.05,0.18,0.39,970.18,12,19,70,170,76,121,1,1,39.32,923.53,70,40.32,11.18,4,1,0,0,6.53,30,13,31,1296,12.46,12.09,0.05,0.31,0.0,0.0,0.0,0.0,0.0,1900000.0,1900000.0,0.0,0.0,0.0,0.0
