,type,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2013-14,2011-12,2012-13,2010-11
434,Forward,1996,24,St. Gallen,Unknown,CHE,CHE,70,198,True,False,False,False,L,Y,985.39,31.0,23.0,42.0,175.0,64.0,25.0,9.0,18.0,152.26,831.22,42.0,22.22,13.1,4.0,1.0,0.0,0.0,1.51,18.0,-1.0,54.0,1180.0,15.24,12.59,0.01,2.22,1298.02,26,13,36,174,83,42,2,11,184.37,1112.24,36,37.5,7.47,2,0,0,0,1.01,20,-23,39,1650,15.38,13.24,0.0,2.13,1211.49,25,23,26,187,80,34,4,13,183.51,1027.4,26,0.0,12.3,4,0,0,0,0.18,27,20,48,1604,15.08,12.5,0.0,2.17,729.4,5,11,18,114,54,44,0,0,44.23,678.18,18,0.0,9.65,1,0,0,0,6.59,14,1,16,1016,13.3,12.33,0.07,0.49,0.0,0.0,0.0,0.0,0.0,2500000.0,3500000.0,0.0,0.0,0.0,0.0
435,Forward,1997,24,Canton,NY,USA,USA,78,241,True,False,False,False,L,Y,948.49,20.0,8.0,54.0,93.0,67.0,95.0,0.0,3.0,20.27,869.24,54.0,55.55,8.6,1.0,0.0,0.0,0.0,58.58,44.0,2.0,28.0,1250.0,14.09,12.58,0.52,0.18,1103.55,12,12,29,109,81,57,0,0,53.23,1048.23,29,38.27,11.01,0,0,0,0,2.09,40,-12,24,1448,13.37,12.56,0.01,0.39,68.39,1,0,0,4,6,5,0,0,0.5,67.3,0,0.0,0.0,0,0,0,0,0.19,3,0,1,90,11.26,11.15,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,0.0,0.0
436,Forward,1995,26,Augsburg,Unknown,DEU,DEU,75,207,True,False,False,True,L,Y,71.22,2.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.01,68.22,0.0,53.06,0.0,0.0,0.0,0.0,0.0,2.59,5.0,2.0,2.0,104.0,11.53,11.23,0.29,0.0,25.34,0,0,0,7,2,3,0,0,0.14,23.54,0,29.41,0.0,0,0,0,0,1.26,2,0,0,37,12.47,11.57,0.43,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,585298.0,0.0,0.0,0.0,0.0
437,Forward,1984,36,Anchorage,AK,USA,USA,73,205,True,False,False,False,L,Y,895.16,11.0,4.0,30.0,67.0,70.0,118.0,0.0,0.0,4.09,734.49,30.0,55.01,6.0,1.0,0.0,0.0,1.0,156.18,50.0,-1.0,15.0,1382.0,12.47,10.29,2.13,0.03,1014.16,8,5,17,71,78,87,0,0,21.02,850.19,17,53.81,7.04,0,0,0,0,142.55,44,-1,13,1542,13.0,10.54,1.49,0.16,880.58,12,5,20,53,69,122,0,0,3.08,736.31,20,56.42,9.43,0,0,1,1,141.19,39,-1,17,1327,12.46,10.4,2.02,0.02,311.34,1,1,14,19,30,69,0,0,3.4,260.12,14,53.06,5.26,0,0,0,0,47.42,9,4,2,484,10.23,8.4,1.35,0.07,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0
438,Forward,1986,34,Plymouth,MN,USA,USA,77,225,True,False,True,False,R,Y,1371.4,43.0,22.0,37.0,180.0,71.0,102.0,4.0,22.0,231.25,1093.59,37.0,49.84,12.2,2.0,0.0,1.0,2.0,46.16,51.0,1.0,65.0,1684.0,19.19,15.24,0.39,3.15,1698.12,71,20,60,231,82,81,2,33,294.44,1312.02,60,35.22,8.66,3,0,2,3,91.26,53,0,91,1979,20.42,16.0,1.06,3.35,1640.47,68,23,52,246,81,94,6,40,254.47,1282.47,52,45.85,9.35,2,0,0,2,103.13,66,13,91,2056,20.15,15.5,1.16,3.08,1651.39,48,26,47,259,82,100,5,21,241.44,1295.39,47,45.74,10.04,4,0,2,3,114.16,51,6,74,2150,20.08,15.48,1.23,2.56,0.0,0.0,0.0,0.0,0.0,10000000.0,6500000.0,0.0,0.0,0.0,0.0
439,Forward,1985,35,Quebec City,QC,CAN,USA,72,193,True,False,False,False,L,Y,1216.0,21.0,17.0,24.0,136.0,71.0,63.0,5.0,10.0,164.27,973.5,24.0,54.78,12.5,3.0,1.0,0.0,1.0,77.43,32.0,6.0,38.0,1457.0,17.07,13.42,1.05,2.18,905.12,29,13,30,103,50,35,1,4,102.05,748.21,30,54.66,12.62,2,0,1,2,54.46,15,14,42,1006,18.06,14.58,1.05,2.02,1500.59,37,16,18,159,82,43,3,9,216.12,1203.42,18,54.91,10.06,3,0,0,1,81.05,38,1,53,1905,18.18,14.4,0.59,2.38,1263.13,22,18,36,112,66,51,5,13,170.26,985.16,36,55.74,16.07,5,0,0,0,107.31,35,4,40,1747,19.08,14.55,1.37,2.34,0.0,0.0,0.0,0.0,7500000.0,6500000.0,5500000.0,0.0,0.0,0.0,0.0
440,Forward,1987,34,Salt Lake City,UT,USA,USA,73,202,True,False,False,False,R,Y,666.27,6.0,6.0,16.0,92.0,56.0,68.0,0.0,0.0,3.37,616.16,16.0,38.79,6.5,1.0,0.0,0.0,0.0,46.34,22.0,-7.0,12.0,976.0,11.54,11.0,0.49,0.03,617.0,9,3,9,87,44,53,0,0,4.22,549.0,9,45.96,3.45,1,0,0,0,63.38,25,-9,12,862,14.01,12.28,1.26,0.05,1035.57,12,14,25,134,68,125,1,3,33.23,889.25,25,43.11,10.45,3,0,2,2,113.09,32,-6,26,1435,15.14,13.04,1.39,0.29,1170.24,12,12,30,145,82,174,1,2,16.12,1053.28,30,40.0,8.28,3,0,0,0,100.44,30,-6,24,1567,14.16,12.5,1.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0
441,Forward,1988,33,Drummondville,QC,CAN,CAN,70,188,True,False,False,False,L,Y,642.15,8.0,7.0,10.0,71.0,49.0,69.0,2.0,2.0,70.53,571.22,10.0,68.42,9.9,0.0,0.0,0.0,0.0,0.0,19.0,-9.0,15.0,863.0,13.06,11.39,0.0,1.26,1003.02,15,15,44,95,82,127,4,7,112.52,889.31,44,49.05,15.79,3,0,0,0,0.39,25,-1,30,1350,12.13,10.5,0.0,1.22,1012.05,22,17,38,139,70,120,6,14,157.05,853.2,38,55.93,12.23,2,0,0,1,1.4,25,4,39,1337,14.27,12.11,0.01,2.14,1058.45,32,13,30,134,65,97,3,15,171.39,885.16,30,51.32,9.7,3,0,0,0,1.5,26,-11,45,1356,16.17,13.37,0.01,2.38,0.0,0.0,3000000.0,4500000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0
442,Defenseman,1987,33,Victoria,BC,CAN,CAN,74,199,True,False,False,False,L,Y,716.36,6.0,1.0,17.0,58.0,44.0,45.0,0.0,0.0,0.47,612.11,17.0,0.0,1.7,1.0,0.0,0.0,0.0,103.38,62.0,-7.0,7.0,1000.0,16.17,13.54,2.21,0.01,1473.42,17,5,39,93,81,124,0,0,1.54,1246.4,39,0.0,5.38,1,0,0,0,225.08,128,15,22,1947,18.11,15.23,2.46,0.01,1460.47,11,4,34,106,77,90,0,0,1.52,1289.45,34,0.0,3.77,0,0,0,0,169.1,153,-2,15,2082,18.58,16.45,2.11,0.01,1298.2,13,4,28,68,71,64,0,2,70.01,1060.03,28,0.0,5.88,1,0,0,1,168.16,144,-4,17,1812,18.17,14.55,2.22,0.59,0.0,0.0,0.0,0.0,0.0,2400000.0,1600000.0,0.0,0.0,0.0,0.0
443,Defenseman,1987,33,Victoria,BC,CAN,CAN,74,199,True,False,False,False,L,Y,716.36,6.0,1.0,17.0,58.0,44.0,45.0,0.0,0.0,0.47,612.11,17.0,0.0,1.7,1.0,0.0,0.0,0.0,103.38,62.0,-7.0,7.0,1000.0,16.17,13.54,2.21,0.01,1473.42,17,5,39,93,81,124,0,0,1.54,1246.4,39,0.0,5.38,1,0,0,0,225.08,128,15,22,1947,18.11,15.23,2.46,0.01,1460.47,11,4,34,106,77,90,0,0,1.52,1289.45,34,0.0,3.77,0,0,0,0,169.1,153,-2,15,2082,18.58,16.45,2.11,0.01,1298.2,13,4,28,68,71,64,0,2,70.01,1060.03,28,0.0,5.88,1,0,0,1,168.16,144,-4,17,1812,18.17,14.55,2.22,0.59,0.0,0.0,0.0,0.0,0.0,2400000.0,1600000.0,0.0,0.0,0.0,0.0
444,Defenseman,1992,29,Duluth,MN,USA,USA,76,219,True,False,False,False,L,Y,356.15,1.0,0.0,4.0,22.0,20.0,35.0,0.0,0.0,0.0,326.23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.52,30.0,-5.0,1.0,454.0,17.48,16.19,1.29,0.0,1680.06,12,2,52,75,81,105,0,0,4.19,1490.38,52,0.0,2.67,1,0,0,0,185.09,139,-13,14,2075,20.44,18.24,2.17,0.03,1621.28,17,1,49,78,78,142,0,0,9.07,1401.24,49,0.0,1.28,0,0,0,0,210.57,156,18,18,2077,20.47,17.58,2.42,0.07,1649.31,16,2,54,100,82,180,0,0,12.25,1457.54,54,100.0,2.0,0,0,0,1,179.12,159,8,18,2221,20.06,17.46,2.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0
445,Forward,1993,28,St. Louis,MO,USA,USA,77,210,True,False,False,False,L,Y,733.07,6.0,4.0,23.0,68.0,49.0,137.0,0.0,0.0,11.28,613.0,23.0,53.77,5.9,1.0,0.0,1.0,2.0,108.39,22.0,-4.0,10.0,1027.0,14.57,12.3,2.13,0.14,1141.47,11,12,33,105,78,223,0,0,8.15,957.05,33,57.61,11.43,3,0,1,3,176.27,49,6,23,1688,14.38,12.16,2.15,0.06,670.13,13,8,8,70,45,124,1,2,34.51,543.43,8,55.88,11.43,1,0,0,0,91.39,28,9,21,944,14.53,12.04,2.02,0.46,1316.02,14,15,52,122,82,217,5,9,141.59,990.19,52,50.81,12.3,1,0,0,1,183.44,56,1,29,1935,16.02,12.04,2.14,1.43,0.0,0.0,0.0,0.0,3500000.0,2750000.0,2500000.0,0.0,0.0,0.0,0.0
446,Forward,1993,28,Kitchener,ON,CAN,CAN,75,207,True,True,False,False,R,Y,1548.07,44.0,29.0,45.0,170.0,71.0,34.0,10.0,20.0,234.48,1295.46,45.0,46.93,17.1,6.0,2.0,0.0,0.0,17.33,49.0,2.0,73.0,1676.0,21.48,18.15,0.14,3.18,1792.42,46,38,38,199,82,54,12,23,295.08,1404.31,38,46.25,19.1,6,3,0,3,93.03,54,8,84,1969,21.51,17.07,1.08,3.35,1240.42,37,23,18,125,60,57,8,16,187.08,983.15,18,51.25,18.4,3,0,2,3,70.19,31,19,60,1475,20.4,16.23,1.1,3.07,1624.07,50,32,38,160,79,49,7,15,244.32,1323.58,38,43.46,20.0,5,2,0,2,55.37,34,18,82,1969,20.33,16.45,0.42,3.05,0.0,0.0,5000000.0,6750000.0,6750000.0,6750000.0,5500000.0,0.0,0.0,0.0,0.0
447,Forward,1994,27,Ann Arbor,MI,USA,USA,73,206,True,False,False,False,L,Y,1114.52,16.0,10.0,10.0,121.0,63.0,59.0,1.0,1.0,74.35,896.32,10.0,52.99,8.3,5.0,0.0,0.0,3.0,143.45,27.0,-3.0,26.0,1408.0,17.41,14.13,2.16,1.11,839.04,14,11,6,82,69,71,0,0,3.49,740.51,6,55.3,13.41,2,0,1,1,94.24,34,20,25,1215,12.09,10.44,1.22,0.03,1126.09,19,9,14,96,82,99,0,0,7.12,959.49,14,51.83,9.38,0,0,2,3,159.08,51,17,28,1637,13.44,11.42,1.56,0.05,789.58,8,9,18,77,64,87,0,0,9.12,687.49,18,49.47,11.69,1,0,1,1,92.57,28,8,17,1198,12.2,10.44,1.27,0.08,0.0,0.0,0.0,0.0,0.0,2260000.0,2300000.0,0.0,0.0,0.0,0.0
448,Forward,1996,25,Aalborg,Unknown,DNK,DNK,72,172,True,False,False,False,L,Y,1173.1,33.0,25.0,30.0,203.0,71.0,36.0,3.0,5.0,94.26,1076.45,30.0,0.0,12.3,5.0,0.0,1.0,1.0,1.59,28.0,14.0,58.0,1519.0,16.31,15.09,0.01,1.19,977.12,16,21,15,158,62,27,2,7,81.34,895.16,15,50.0,13.29,4,0,0,0,0.22,16,2,37,1190,15.45,14.26,0.0,1.18,1318.36,31,29,26,231,82,39,7,13,166.43,1150.34,26,55.55,12.55,7,0,0,0,1.19,27,14,60,1718,16.04,14.01,0.0,2.01,1433.52,39,25,38,204,82,43,5,12,213.54,1218.29,38,0.0,12.25,4,0,0,0,1.29,28,1,64,1845,17.29,14.51,0.01,2.36,0.0,0.0,0.0,0.0,6250000.0,6500000.0,4750000.0,0.0,0.0,0.0,0.0
449,Forward,1996,24,Shelby Township,MI,USA,USA,73,182,True,False,False,False,L,Y,1497.13,35.0,38.0,34.0,239.0,71.0,18.0,9.0,17.0,234.11,1188.56,34.0,15.38,15.9,7.0,1.0,1.0,2.0,74.06,17.0,4.0,73.0,1695.0,21.05,16.44,1.02,3.17,1578.43,32,34,18,227,82,9,11,19,285.34,1237.14,18,61.53,14.98,5,0,1,1,55.55,21,-7,66,1749,19.15,15.05,0.4,3.28,1284.56,26,31,16,192,76,18,7,11,202.2,1081.51,16,28.57,16.15,7,3,0,0,0.45,26,8,57,1611,16.54,14.14,0.0,2.39,244.25,3,2,4,24,20,1,0,2,27.59,216.26,4,50.0,8.33,1,0,0,0,0.0,8,-7,5,327,12.13,10.49,0.0,1.23,0.0,0.0,0.0,0.0,0.0,7500000.0,8000000.0,0.0,0.0,0.0,0.0
450,Forward,1997,24,Cleveland,OH,USA,USA,73,182,True,False,False,False,L,Y,308.01,5.0,2.0,5.0,29.0,29.0,8.0,0.0,0.0,2.02,305.59,5.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,10.0,-2.0,7.0,408.0,10.37,10.33,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0
451,Defenseman,1996,24,Haapavesi,Unknown,FIN,FIN,73,176,True,False,False,False,L,Y,274.42,5.0,0.0,12.0,27.0,17.0,16.0,0.0,0.0,8.52,265.39,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,19.0,-2.0,5.0,363.0,16.09,15.37,0.0,0.31,417.32,3,1,2,19,30,10,0,0,2.59,413.59,2,0.0,5.26,0,0,0,0,0.34,30,0,4,484,13.55,13.47,0.01,0.05,15.13,0,1,0,2,1,0,0,0,0.0,15.13,0,0.0,50.0,0,0,0,0,0.0,3,0,1,18,15.13,15.13,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0
452,Defenseman,1995,25,Omaha,NE,USA,USA,72,186,True,False,False,False,R,Y,1659.42,39.0,6.0,32.0,177.0,71.0,165.0,3.0,25.0,207.43,1388.12,32.0,0.0,3.4,1.0,0.0,0.0,0.0,63.47,78.0,10.0,45.0,1913.0,23.22,19.33,0.53,2.55,1545.06,20,6,35,132,73,138,2,13,109.16,1225.53,35,0.0,4.55,1,0,0,1,209.57,98,-16,26,1998,21.09,16.47,2.52,1.29,626.51,13,1,12,54,28,49,0,5,34.53,526.11,12,0.0,1.85,0,0,0,0,65.47,41,-1,14,807,22.23,18.47,2.2,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2850000.0,3150000.0,0.0,0.0,0.0,0.0
453,Defenseman,1985,35,Grand Rapids,MN,USA,USA,71,185,True,False,False,False,L,Y,1613.59,28.0,4.0,24.0,101.0,70.0,91.0,2.0,11.0,134.5,1313.51,24.0,0.0,4.0,0.0,0.0,0.0,0.0,165.18,134.0,8.0,32.0,1927.0,23.03,18.46,2.21,1.55,1582.05,24,3,16,102,76,79,1,7,140.2,1322.48,16,100.0,2.94,0,0,0,2,118.57,154,-7,27,1878,20.49,17.24,1.33,1.5,1815.38,23,12,26,119,78,114,3,11,150.48,1515.06,26,0.0,10.08,3,1,0,0,149.44,154,-31,35,2225,23.16,19.25,1.55,1.56,1913.0,30,6,28,112,82,137,1,8,178.26,1532.32,28,0.0,5.36,0,0,1,2,202.02,143,-9,36,2356,23.19,18.41,2.27,2.1,0.0,0.0,5375000.0,6100000.0,6100000.0,5800000.0,4000000.0,0.0,0.0,0.0,0.0
454,Defenseman,1987,34,Eksjo,Unknown,SWE,SWE,75,197,True,True,False,False,L,Y,506.36,4.0,1.0,14.0,18.0,27.0,20.0,0.0,0.0,0.38,433.59,14.0,0.0,5.6,0.0,0.0,0.0,1.0,71.59,46.0,-2.0,5.0,656.0,18.45,16.04,2.39,0.01,1615.16,10,0,44,57,82,45,0,0,1.25,1354.26,44,0.0,0.0,0,0,0,2,259.25,187,8,10,2047,19.41,16.31,3.09,0.01,993.3,8,1,18,32,48,16,0,1,11.27,863.31,18,0.0,3.13,0,0,0,0,118.32,118,-3,9,1309,20.41,17.59,2.28,0.14,1569.08,13,5,20,61,73,23,0,0,7.15,1357.28,20,0.0,8.2,0,0,0,1,204.25,181,12,18,2061,21.29,18.35,2.48,0.05,0.0,0.0,0.0,0.0,0.0,6000000.0,4000000.0,0.0,0.0,0.0,0.0
455,Forward,1987,33,Hull,QC,CAN,CAN,73,202,True,False,False,False,L,Y,903.59,22.0,10.0,16.0,110.0,66.0,115.0,3.0,10.0,113.35,787.41,16.0,55.18,9.1,1.0,0.0,0.0,0.0,2.43,24.0,-2.0,32.0,1234.0,13.41,11.56,0.02,1.43,1049.4,9,14,39,110,70,102,2,5,111.2,932.13,39,48.12,12.73,0,0,0,0,6.07,15,-19,23,1406,14.59,13.19,0.05,1.35,1276.45,25,21,34,197,72,96,5,6,181.59,1087.15,34,49.14,10.66,3,0,0,0,7.31,25,0,46,1654,17.43,15.06,0.06,2.31,1407.41,25,14,24,195,81,92,3,7,206.32,1195.33,24,49.95,7.18,3,0,0,0,5.36,24,12,39,1822,17.22,14.45,0.04,2.32,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0
456,Defenseman,1988,33,Dorval,QC,CAN,CAN,73,195,True,False,False,False,R,Y,1024.44,11.0,0.0,25.0,53.0,50.0,76.0,0.0,0.0,8.13,902.52,25.0,0.0,0.0,0.0,0.0,0.0,1.0,113.39,70.0,5.0,11.0,1325.0,20.29,18.03,2.16,0.09,699.44,6,2,12,39,35,50,0,1,14.15,618.32,12,0.0,5.13,2,0,0,0,66.57,43,9,8,909,19.59,17.4,1.54,0.24,1458.23,14,6,37,95,69,66,0,3,72.29,1249.46,37,0.0,6.32,2,0,0,0,136.08,79,-4,20,1959,21.08,18.06,1.58,1.03,1588.29,19,9,53,98,81,106,0,5,131.08,1315.05,53,0.0,9.18,2,0,0,2,142.16,90,-14,28,2019,19.36,16.14,1.45,1.37,0.0,0.0,4500000.0,4725000.0,3850000.0,3150000.0,3150000.0,0.0,0.0,0.0,0.0
457,Forward,1992,28,Lau,Unknown,SWE,SWE,71,204,True,False,False,False,L,Y,923.44,12.0,6.0,26.0,60.0,62.0,85.0,0.0,0.0,4.53,794.14,26.0,48.2,10.0,0.0,0.0,0.0,0.0,124.37,31.0,8.0,18.0,1226.0,14.53,12.48,2.0,0.04,1043.22,8,6,37,79,73,112,0,0,5.54,865.4,37,50.65,7.59,0,0,1,1,171.48,44,-8,14,1380,14.17,11.51,2.21,0.04,1129.11,13,4,49,86,80,117,0,0,11.05,960.49,49,54.46,4.65,0,0,1,2,157.17,47,-30,17,1584,14.06,12.0,1.57,0.08,606.41,5,6,20,49,36,33,1,1,16.54,545.34,20,48.96,12.24,2,0,0,0,44.13,23,-7,11,762,16.51,15.09,1.13,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,0.0,0.0,0.0,0.0
458,Forward,1995,26,Chicago,IL,USA,USA,75,223,True,False,False,False,R,Y,417.46,1.0,3.0,77.0,39.0,43.0,87.0,0.0,0.0,2.13,406.41,77.0,21.05,7.7,1.0,0.0,0.0,0.0,8.52,27.0,-2.0,4.0,562.0,9.42,9.27,0.12,0.03,494.42,2,3,27,42,54,97,0,0,21.34,461.59,27,24.13,7.14,0,0,0,0,11.09,23,-12,5,712,9.09,8.33,0.12,0.23,508.46,9,4,54,56,47,118,0,0,11.0,457.4,54,50.0,7.14,0,0,1,1,40.06,23,-4,13,746,10.49,9.44,0.51,0.14,140.13,3,1,4,22,12,44,0,0,3.08,137.05,4,0.0,4.55,0,0,0,0,0.0,2,3,4,208,11.41,11.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0
459,Defenseman,1992,29,Dearborn Heights,MI,USA,USA,72,182,True,False,False,False,L,Y,986.51,10.0,3.0,14.0,69.0,58.0,48.0,0.0,2.0,57.27,891.23,14.0,0.0,4.3,0.0,0.0,0.0,0.0,38.01,88.0,-9.0,13.0,1250.0,17.0,15.22,0.39,0.59,1341.37,14,6,12,77,71,58,3,7,125.45,1141.48,12,0.0,7.79,0,0,0,0,74.04,139,-3,20,1645,18.53,16.04,1.02,1.46,1128.21,10,5,8,99,55,62,1,3,58.52,1032.16,8,0.0,5.05,0,0,0,0,37.13,97,-11,15,1412,20.3,18.46,0.4,1.04,34.34,0,0,0,2,2,2,0,0,0.36,33.58,0,0.0,0.0,0,0,0,0,0.0,3,-1,0,43,17.17,16.59,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1200000.0,1600000.0,0.0,0.0,0.0,0.0
460,Forward,1996,25,Madison,WI,USA,USA,72,177,True,False,False,False,R,Y,1087.27,34.0,11.0,20.0,95.0,70.0,12.0,2.0,13.0,157.11,929.22,20.0,42.55,11.6,2.0,0.0,0.0,0.0,0.54,34.0,3.0,45.0,1399.0,15.32,13.16,0.0,2.14,713.14,18,7,8,62,40,5,5,8,122.31,577.34,8,37.01,11.29,2,1,0,0,13.09,12,-12,25,847,17.49,14.26,0.19,3.03,1422.02,31,21,18,118,78,13,4,13,208.14,1110.49,18,40.07,17.8,2,0,0,2,102.59,39,1,52,1789,18.13,14.14,1.19,2.4,808.56,22,6,6,66,61,20,0,2,63.42,744.1,6,30.88,9.09,0,0,0,0,1.04,27,10,28,1070,13.15,12.11,0.01,1.02,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0
461,Forward,1996,25,Palos,IL,USA,USA,72,195,True,False,False,False,L,Y,1168.44,20.0,18.0,12.0,134.0,70.0,39.0,6.0,10.0,191.06,957.05,12.0,55.11,13.4,2.0,1.0,0.0,0.0,20.33,36.0,6.0,38.0,1528.0,16.41,13.4,0.17,2.43,287.42,5,2,2,25,20,16,1,1,26.38,260.08,2,55.31,8.0,1,0,0,0,0.56,7,-2,7,405,14.23,13.0,0.02,1.19,1281.49,22,15,22,151,78,92,2,7,141.25,1039.45,22,51.36,9.93,2,0,0,0,100.39,48,-19,37,1828,16.26,13.19,1.17,1.48,1218.06,18,15,22,88,78,72,2,5,111.16,1040.46,22,46.81,17.05,1,0,0,0,66.04,56,7,33,1533,15.37,13.2,0.5,1.25,0.0,0.0,0.0,0.0,0.0,3250000.0,3450000.0,0.0,0.0,0.0,0.0
462,Forward,1995,25,Cranbrook,BC,CAN,CAN,72,193,True,False,False,False,L,Y,220.21,4.0,0.0,24.0,33.0,21.0,37.0,0.0,0.0,1.36,218.45,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,308.0,10.29,10.25,0.0,0.04,342.56,7,3,8,53,31,65,0,0,2.0,340.27,8,0.0,5.66,0,0,0,0,0.29,9,0,10,469,11.03,10.58,0.0,0.03,116.11,1,0,2,12,11,22,0,0,0.5,115.15,2,25.0,0.0,0,0,0,0,0.06,4,-5,1,177,10.33,10.28,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,289632.0,0.0,0.0,0.0,0.0
463,Forward,1997,24,Chicago,IL,USA,USA,74,214,True,False,False,False,R,Y,617.1,3.0,6.0,16.0,83.0,56.0,140.0,0.0,0.0,5.18,611.44,16.0,27.27,7.2,1.0,0.0,0.0,0.0,0.08,22.0,2.0,9.0,928.0,11.01,10.55,0.0,0.05,935.02,7,11,27,116,71,124,0,0,116.53,817.22,27,28.57,9.48,0,0,0,0,0.47,19,-13,18,1332,13.1,11.3,0.0,1.38,1098.29,18,15,14,154,79,109,5,8,170.36,926.12,14,17.24,9.74,3,2,0,0,1.41,23,-17,33,1572,13.54,11.43,0.01,2.09,86.17,0,3,0,10,7,9,0,0,0.0,84.44,0,0.0,30.0,1,0,0,0,1.33,0,0,3,115,12.19,12.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874125.0,0.0,0.0,0.0,0.0
