id,Player Name,Position,Age,Nationality,Height,Weight,Shoots,Time On Ice,Total Assists,Total Goals,pim22,Total Shots,Total Games,Total Hits,Power Play Goals,Power Play Points,Power Play Time On Ice,evenTimeOnIce22,Total Penalty Minutes,Face Off Percentage,Shot Percentage,Game Winning Goals,Over Time Goals,Short Handed Goals,Short Handed Points,Short Handed Time On Ice,Blocked Shots,Plus Minus,Points,Total Shifts,Time On Ice Per Game,Even Time On Ice Per Game,Short Handed Time On Ice Per Game,Power Play Time On Ice Per Game,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary,Salary Rank,Height (Inches),id,salary_rank_quantile,salary_2021-22_quantile,assists22_quantile,goals22_quantile,shots22_quantile,faceOffPct22_quantile,shotPct22_quantile,gameWinningGoals22_quantile,overTimeGoals22_quantile,points22_quantile,plusMinus22_quantile,offense_quantiles_total,Offensive Overall Rank,special_teams_quantiles_total,Special Teams Overall Rank,enforcer_quantiles_total,Enforcer Overall Rank,endurance_quantiles_total,Endurance Overall Rank,powerPlayGoals22_quantile,powerPlayPoints22_quantile,powerPlayTimeOnIce22_quantile,shortHandedGoals22_quantile,shortHandedPoints22_quantile,shortHandedTimeOnIce22_quantile,hits22_quantile,penaltyMinutes22_quantile,timeOnIce22_quantile,games22_quantile,shifts22_quantile,blocked22_quantile,timeOnIcePerGame22_quantile,evenTimeOnIcePerGame22_quantile,shortHandedTimeOnIcePerGame22_quantile,powerPlayTimeOnIcePerGame22_quantile,overall_rank_sum,Overall Rank
Evander Kane,Evander Kane,Left Wing,29,CAN,"6' 2""",210,Left,836.22,17.0,22.0,60.0,152.0,43.0,135.0,3.0,4.0,105.07,716.09,60.0,45.0,14.5,3.0,0.0,2.0,3.0,15.06,11.0,25.0,39.0,921.0,19.27,16.39,0.21,2.26,1131.02,27.0,22.0,42.0,194.0,56.0,97.0,3.0,7.0,155.32,877.2,42.0,40.35,11.3,2.0,1.0,2.0,4.0,98.1,22.0,-1.0,49.0,1361.0,20.11,15.4,1.45,2.46,1250.28,21.0,26.0,122.0,216.0,64.0,135.0,14.0,18.0,174.04,989.27,122.0,52.73,12.0,6.0,0.0,2.0,2.0,86.57,25.0,-12.0,47.0,1520.0,19.32,15.27,1.21,2.43,1380.47,26.0,30.0,153.0,268.0,75.0,173.0,5.0,11.0,143.51,1162.58,153.0,43.39,11.19,1.0,0.0,1.0,2.0,73.58,25.0,-4.0,56.0,1734.0,18.24,15.3,0.59,1.55,1526.57,25.0,29.0,82.0,307.0,78.0,159.0,3.0,9.0,201.18,1270.34,82.0,44.44,9.45,2.0,0.0,4.0,4.0,55.05,34.0,-9.0,54.0,1801.0,19.34,16.17,0.42,2.34,1344.08,15.0,28.0,113.0,260.0,70.0,109.0,3.0,8.0,124.41,1127.59,113.0,45.08,10.77,5.0,1.0,0.0,0.0,91.28,29.0,-17.0,43.0,1574.0,19.12,16.06,1.18,1.46,0.0,0.0,0.0,0.0,1000000.0,277,74,Evander Kane,3,1,2,4,3,3,4,3,2,3,4,32.0,84,20.0,100,12.0,36,13.0,271,3,2,2,4,4,1,4,4,1,0,0,0,3,4,1,3,491,325
Timo Meier,Timo Meier,Right Wing,24,CHE,"6' 0""",210,Left,1475.01,41.0,35.0,54.0,326.0,77.0,162.0,12.0,18.0,203.53,1267.48,54.0,48.64,10.7,8.0,1.0,0.0,0.0,3.2,61.0,-3.0,76.0,1759.0,19.09,16.27,0.02,2.38,867.06,19.0,12.0,22.0,155.0,54.0,75.0,2.0,10.0,93.07,766.2,22.0,28.57,7.7,0.0,0.0,0.0,0.0,7.39,24.0,-5.0,31.0,1098.0,16.03,14.11,0.08,1.43,1209.48,27.0,22.0,42.0,199.0,70.0,155.0,2.0,9.0,147.33,1013.38,42.0,32.43,11.1,2.0,0.0,0.0,0.0,48.37,38.0,-22.0,49.0,1531.0,17.16,14.28,0.41,2.06,1323.52,36.0,30.0,55.0,250.0,78.0,99.0,6.0,10.0,140.52,1142.52,55.0,31.57,12.0,2.0,2.0,0.0,1.0,40.08,40.0,9.0,66.0,1730.0,16.58,14.39,0.3,1.48,1204.17,15.0,21.0,51.0,210.0,81.0,105.0,3.0,4.0,102.41,1083.26,51.0,48.63,10.0,4.0,0.0,0.0,0.0,18.1,48.0,2.0,36.0,1656.0,14.52,13.22,0.13,1.16,424.06,3.0,3.0,10.0,85.0,34.0,64.0,0.0,0.0,6.19,404.0,10.0,20.0,3.53,1.0,0.0,0.0,0.0,13.47,5.0,1.0,6.0,626.0,12.28,11.52,0.24,0.11,0.0,0.0,4000000.0,4000000.0,6000000.0,69,72,Timo Meier,0,4,4,4,4,3,3,4,4,4,2,36.0,36,20.0,101,12.0,37,26.0,100,4,4,4,1,2,1,4,4,4,3,3,3,3,3,0,3,274,387
Rudolfs Balcers,Rudolfs Balcers,Left Wing,24,LVA,"5' 11""",180,Left,917.15,12.0,11.0,20.0,98.0,61.0,115.0,0.0,0.0,14.49,832.55,20.0,40.0,11.2,1.0,0.0,0.0,1.0,69.31,43.0,-3.0,23.0,1315.0,15.02,13.39,1.08,0.14,603.1,9.0,8.0,16.0,66.0,41.0,81.0,0.0,1.0,48.42,538.37,16.0,0.0,12.1,2.0,0.0,0.0,0.0,15.51,29.0,-6.0,17.0,791.0,14.42,13.08,0.23,1.11,182.05,2.0,1.0,0.0,23.0,15.0,19.0,0.0,0.0,25.2,156.45,0.0,0.0,4.3,1.0,0.0,0.0,0.0,0.0,7.0,-2.0,3.0,256.0,12.08,10.27,0.0,1.41,444.45,9.0,5.0,10.0,48.0,36.0,18.0,3.0,4.0,51.51,384.49,10.0,14.28,10.42,1.0,0.0,0.0,0.0,8.05,24.0,-7.0,14.0,585.0,12.21,10.41,0.13,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1250000.0,258,71,Rudolfs Balcers,3,1,1,2,2,2,3,2,0,2,2,20.0,222,12.0,307,9.0,162,12.0,282,1,1,1,0,3,2,3,2,1,1,1,2,1,2,2,1,973,123
Noah Gregor,Noah Gregor,Center,22,CAN,"6' 0""",185,Left,940.57,15.0,8.0,25.0,156.0,63.0,118.0,0.0,3.0,77.13,843.51,25.0,34.28,5.1,1.0,0.0,0.0,0.0,19.53,49.0,-21.0,23.0,1296.0,14.56,13.23,0.18,1.13,351.44,1.0,5.0,6.0,60.0,30.0,47.0,0.0,0.0,12.45,331.58,6.0,28.98,8.3,0.0,0.0,0.0,0.0,7.01,19.0,-16.0,6.0,491.0,11.43,11.03,0.14,0.25,281.39,2.0,3.0,8.0,33.0,28.0,50.0,1.0,2.0,9.48,271.51,8.0,31.57,9.1,0.0,0.0,0.0,0.0,0.0,6.0,-5.0,5.0,416.0,10.03,9.42,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,600000.0,359,72,Noah Gregor,4,0,2,2,3,2,1,2,3,2,0,21.0,208,11.0,328,9.0,163,12.0,283,0,2,2,2,0,1,3,2,1,1,1,3,1,2,1,2,982,121
Radim Simek,Radim Simek,Defenseman,28,CZE,"5' 11""",200,Left,478.08,1.0,1.0,8.0,25.0,36.0,96.0,0.0,0.0,3.52,466.01,8.0,0.0,4.0,0.0,0.0,0.0,0.0,8.15,39.0,-13.0,2.0,694.0,13.16,12.56,0.13,0.06,568.29,4.0,2.0,15.0,26.0,40.0,76.0,0.0,0.0,2.53,511.47,15.0,0.0,7.7,0.0,0.0,0.0,0.0,53.49,49.0,-9.0,6.0,785.0,14.12,12.47,1.2,0.04,824.38,7.0,2.0,14.0,40.0,48.0,91.0,0.0,0.0,1.54,741.41,14.0,0.0,5.0,0.0,0.0,0.0,0.0,81.03,60.0,-13.0,9.0,1098.0,17.1,15.27,1.41,0.02,623.52,8.0,1.0,8.0,41.0,41.0,67.0,0.0,0.0,2.0,587.25,8.0,0.0,2.44,1.0,0.0,0.0,0.0,34.27,34.0,7.0,9.0,850.0,15.12,14.19,0.5,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2450000.0,2450000.0,191,71,Radim Simek,2,2,0,0,0,0,0,0,0,0,0,4.0,401,8.0,382,7.0,270,8.0,339,1,1,0,0,1,1,3,0,0,0,0,2,1,1,1,1,1392,29
John Leonard,John Leonard,Left Wing,22,USA,"5' 11""",183,Left,157.55,1.0,1.0,0.0,25.0,14.0,13.0,0.0,1.0,11.2,145.38,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.57,8.0,-5.0,2.0,234.0,11.16,10.24,0.04,0.48,494.51,10.0,3.0,2.0,60.0,44.0,25.0,1.0,1.0,39.59,454.03,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.49,17.0,-7.0,13.0,708.0,11.14,10.19,0.01,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,637952.0,338117.0,379,71,John Leonard,4,0,0,0,0,3,0,0,1,0,1,9.0,365,7.0,390,4.0,393,3.0,382,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1530,5
Oliver Bjorkstrand,Oliver Bjorkstrand,Right Wing,26,DNK,"6' 0""",177,Right,1435.59,29.0,28.0,16.0,215.0,80.0,85.0,9.0,19.0,249.07,1182.02,16.0,43.47,13.0,1.0,0.0,0.0,0.0,4.5,31.0,-35.0,57.0,1624.0,17.56,14.46,0.03,3.06,986.08,26.0,18.0,23.0,143.0,56.0,42.0,2.0,6.0,90.23,895.2,23.0,42.85,12.6,0.0,0.0,0.0,0.0,0.25,30.0,-15.0,44.0,1161.0,17.36,15.59,0.0,1.36,879.08,15.0,21.0,12.0,162.0,49.0,43.0,3.0,6.0,121.36,757.04,12.0,31.57,13.0,5.0,0.0,0.0,0.0,0.28,16.0,8.0,36.0,1051.0,17.56,15.27,0.0,2.28,950.03,13.0,23.0,8.0,161.0,77.0,43.0,3.0,3.0,95.23,854.05,8.0,38.46,14.29,1.0,0.0,0.0,0.0,0.35,34.0,8.0,36.0,1248.0,12.2,11.05,0.0,1.14,1171.58,29.0,11.0,9.0,163.0,82.0,64.0,3.0,9.0,142.18,1029.08,9.0,12.5,6.75,2.0,0.0,0.0,0.0,0.32,43.0,4.0,40.0,1486.0,14.17,12.33,0.0,1.44,366.2,7.0,6.0,6.0,55.0,26.0,14.0,0.0,0.0,44.06,322.1,6.0,100.0,10.91,2.0,0.0,0.0,0.0,0.04,9.0,4.0,13.0,483.0,14.05,12.23,0.0,1.41,0.0,0.0,0.0,0.0,4500000.0,111,72,Oliver Bjorkstrand,1,3,3,4,4,3,3,2,0,4,0,27.0,134,19.0,128,7.0,271,24.0,125,4,4,4,2,0,1,2,1,3,4,3,2,3,2,0,4,658,254
Max Domi,Max Domi,Center,26,CAN,"5' 10""",192,Left,938.33,28.0,11.0,55.0,104.0,72.0,24.0,0.0,4.0,87.41,850.27,55.0,45.34,10.6,1.0,0.0,0.0,0.0,0.25,9.0,10.0,39.0,1281.0,13.02,11.48,0.0,1.13,821.59,15.0,9.0,75.0,99.0,54.0,15.0,2.0,3.0,85.37,735.57,75.0,48.48,9.1,2.0,1.0,0.0,0.0,0.25,10.0,-18.0,24.0,1044.0,15.13,13.37,0.0,1.35,1213.55,27.0,17.0,35.0,179.0,71.0,32.0,1.0,11.0,164.5,1047.41,35.0,48.85,9.5,3.0,2.0,0.0,0.0,1.24,13.0,-3.0,44.0,1518.0,17.05,14.45,0.01,2.19,1425.19,44.0,28.0,80.0,203.0,82.0,53.0,4.0,11.0,210.34,1210.13,80.0,44.88,13.79,2.0,0.0,0.0,0.0,4.32,39.0,20.0,72.0,1751.0,17.22,14.45,0.03,2.34,1369.54,36.0,9.0,73.0,150.0,82.0,49.0,1.0,9.0,213.2,1152.32,73.0,44.9,6.0,0.0,0.0,0.0,0.0,4.02,28.0,-7.0,45.0,1867.0,16.42,14.03,0.02,2.36,1001.52,29.0,9.0,40.0,108.0,59.0,28.0,1.0,8.0,151.13,844.06,40.0,50.0,8.33,1.0,0.0,0.0,0.0,6.33,21.0,-9.0,38.0,1233.0,16.58,14.18,0.06,2.33,0.0,0.0,0.0,4600000.0,1170000.0,262,70,Max Domi,3,1,3,2,2,3,3,2,0,3,3,25.0,164,11.0,329,8.0,222,8.0,340,1,2,2,2,0,0,0,4,1,2,1,0,0,1,0,2,1055,97
Gabriel Carlsson,Gabriel Carlsson,Defenseman,24,SWE,"6' 5""",203,Left,466.09,7.0,2.0,10.0,18.0,38.0,27.0,0.0,0.0,1.03,438.34,10.0,0.0,11.1,0.0,0.0,0.0,0.0,26.32,33.0,6.0,9.0,651.0,12.16,11.32,0.41,0.01,206.59,3.0,1.0,4.0,14.0,14.0,11.0,0.0,1.0,1.41,200.53,4.0,0.0,7.1,0.0,0.0,0.0,0.0,4.25,12.0,-6.0,4.0,287.0,14.47,14.2,0.18,0.07,65.16,0.0,0.0,2.0,3.0,6.0,5.0,0.0,0.0,0.57,61.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,-1.0,0.0,100.0,10.52,10.15,0.27,0.09,9.21,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,-1.0,0.0,17.0,9.21,8.22,0.59,0.0,158.37,2.0,0.0,4.0,18.0,14.0,10.0,0.0,0.0,0.08,155.07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,10.0,0.0,2.0,209.0,11.19,11.04,0.14,0.0,34.15,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,33.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,2.0,-2.0,1.0,46.0,17.07,16.45,0.22,0.0,0.0,0.0,0.0,663740.0,712500.0,354,77,Gabriel Carlsson,4,0,0,0,0,0,3,0,0,0,3,10.0,357,9.0,363,4.0,394,4.0,374,0,1,0,0,3,1,0,0,0,0,0,2,0,0,2,0,1488,13
Dean Kukan,Dean Kukan,Defenseman,28,CHE,"6' 2""",186,Left,667.58,8.0,3.0,16.0,41.0,41.0,43.0,0.0,0.0,15.45,623.54,16.0,0.0,7.3,0.0,0.0,0.0,0.0,28.19,39.0,-2.0,11.0,878.0,16.17,15.13,0.41,0.23,496.37,4.0,1.0,10.0,29.0,35.0,36.0,0.0,0.0,0.47,494.35,10.0,0.0,3.4,0.0,0.0,0.0,0.0,1.15,38.0,-3.0,5.0,660.0,14.11,14.07,0.02,0.01,527.07,4.0,1.0,12.0,51.0,33.0,24.0,1.0,1.0,29.25,497.41,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.01,28.0,-9.0,5.0,702.0,15.58,15.04,0.0,0.53,336.38,5.0,0.0,6.0,16.0,25.0,16.0,0.0,0.0,0.25,335.39,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,21.0,6.0,5.0,470.0,13.27,13.25,0.01,0.01,135.59,4.0,0.0,2.0,12.0,11.0,2.0,0.0,0.0,0.59,132.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,10.0,2.0,4.0,183.0,12.21,12.02,0.13,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1300000.0,2000000.0,220,74,Dean Kukan,2,2,1,0,0,0,1,1,0,0,2,9.0,366,9.0,364,6.0,315,12.0,284,1,0,1,0,2,1,1,1,0,0,0,2,2,3,2,1,1329,48
Vladislav Gavrikov,Vladislav Gavrikov,Defenseman,25,RUS,"6' 1""",213,Left,1782.58,28.0,5.0,68.0,108.0,80.0,124.0,0.0,0.0,6.55,1529.02,68.0,0.0,4.6,1.0,0.0,0.0,1.0,247.01,138.0,-3.0,33.0,2025.0,22.17,19.06,3.05,0.05,1067.04,10.0,2.0,14.0,48.0,55.0,69.0,0.0,0.0,2.0,958.09,14.0,0.0,4.2,1.0,0.0,0.0,0.0,106.55,77.0,-13.0,12.0,1355.0,19.24,17.25,1.56,0.02,1309.34,13.0,5.0,18.0,81.0,69.0,79.0,0.0,0.0,4.03,1203.18,18.0,0.0,6.2,1.0,0.0,0.0,0.0,102.13,92.0,1.0,18.0,1670.0,18.58,17.26,1.28,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1650000.0,2550000.0,179,73,Vladislav Gavrikov,2,2,3,1,2,0,1,2,3,2,2,20.0,223,15.0,239,12.0,38,31.0,37,2,0,1,1,3,4,4,4,4,4,4,4,4,4,4,1,537,303
Patrik Laine,Patrik Laine,Left Wing,23,FIN,"6' 5""",210,Right,1054.27,30.0,26.0,24.0,167.0,56.0,34.0,5.0,14.0,191.06,862.43,24.0,36.84,15.6,7.0,3.0,0.0,0.0,0.38,13.0,-7.0,56.0,1199.0,18.49,15.24,0.0,3.24,802.41,12.0,12.0,25.0,82.0,46.0,36.0,4.0,7.0,99.08,702.4,25.0,24.0,14.6,1.0,1.0,0.0,0.0,0.53,15.0,-28.0,24.0,945.0,17.26,15.16,0.01,2.09,1319.53,35.0,28.0,22.0,226.0,68.0,97.0,8.0,16.0,219.24,1100.19,22.0,37.03,12.4,1.0,0.0,0.0,0.0,0.1,35.0,8.0,63.0,1482.0,19.24,16.1,0.0,3.13,1413.07,20.0,30.0,42.0,245.0,82.0,70.0,15.0,23.0,287.36,1124.2,42.0,36.66,12.24,3.0,0.0,0.0,0.0,1.11,44.0,-24.0,50.0,1620.0,17.13,13.42,0.0,3.3,1351.25,26.0,44.0,24.0,241.0,82.0,74.0,20.0,31.0,246.33,1104.46,24.0,25.58,18.26,8.0,0.0,0.0,0.0,0.06,43.0,8.0,70.0,1662.0,16.28,13.28,0.0,3.0,1307.37,28.0,36.0,26.0,204.0,73.0,80.0,9.0,14.0,199.18,1106.54,26.0,0.0,17.65,5.0,1.0,0.0,0.0,1.25,33.0,7.0,64.0,1633.0,17.54,15.09,0.01,2.43,0.0,0.0,0.0,0.0,7500000.0,37,77,Patrik Laine,0,4,3,4,3,2,4,4,4,4,1,33.0,68,19.0,129,6.0,316,18.0,216,4,4,4,1,2,0,0,2,2,1,1,0,3,3,0,4,729,219
Andrew Peeke,Andrew Peeke,Defenseman,23,USA,"6' 3""",197,Right,1761.05,13.0,2.0,60.0,72.0,82.0,191.0,0.0,0.0,5.05,1491.5,60.0,0.0,2.8,0.0,0.0,0.0,0.0,264.1,169.0,-14.0,15.0,2013.0,21.28,18.11,3.13,0.03,188.41,3.0,0.0,4.0,5.0,11.0,35.0,0.0,0.0,0.2,184.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,15.0,-4.0,3.0,241.0,17.09,16.48,0.19,0.01,304.5,2.0,1.0,4.0,23.0,22.0,25.0,0.0,0.0,0.0,299.29,4.0,0.0,4.3,0.0,0.0,0.0,0.0,5.21,21.0,1.0,3.0,391.0,13.51,13.36,0.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,750000.0,342,75,Andrew Peeke,4,0,1,0,1,1,0,0,0,1,0,8.0,376,13.0,285,12.0,39,28.0,71,0,1,1,1,2,4,4,4,4,4,4,4,4,4,4,0,771,202
Emil Bemstrom,Emil Bemstrom,Center,22,SWE,"6' 0""",193,Right,431.21,5.0,6.0,4.0,62.0,41.0,36.0,0.0,0.0,44.47,386.22,4.0,50.0,9.7,1.0,0.0,0.0,0.0,0.12,6.0,-1.0,11.0,587.0,10.31,9.25,0.0,1.05,257.07,2.0,3.0,0.0,28.0,20.0,15.0,1.0,1.0,18.28,238.32,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.07,8.0,2.0,5.0,323.0,12.51,11.55,0.0,0.55,687.03,10.0,10.0,8.0,97.0,56.0,52.0,5.0,8.0,75.33,611.25,8.0,30.76,10.3,4.0,1.0,0.0,0.0,0.05,17.0,-10.0,20.0,907.0,12.16,10.55,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,925000.0,616421.0,854329.0,295,72,Emil Bemstrom,3,1,0,1,0,3,2,2,0,0,2,14.0,314,9.0,365,5.0,351,3.0,383,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1413,27
Nick Bonino,Nick Bonino,Center,33,USA,"6' 1""",195,Left,1335.59,10.0,16.0,18.0,137.0,80.0,34.0,3.0,7.0,147.48,1059.22,18.0,51.35,11.7,0.0,0.0,1.0,1.0,128.49,102.0,-25.0,26.0,1876.0,16.41,13.14,1.36,1.5,817.04,16.0,10.0,26.0,66.0,55.0,11.0,3.0,5.0,104.53,609.15,26.0,52.82,15.2,2.0,0.0,0.0,0.0,102.56,50.0,0.0,26.0,1031.0,14.51,11.04,1.52,1.54,1106.47,17.0,18.0,16.0,104.0,67.0,17.0,1.0,1.0,96.33,835.43,16.0,52.58,17.3,3.0,0.0,0.0,0.0,174.31,89.0,17.0,35.0,1526.0,16.31,12.28,2.36,1.26,1320.44,18.0,17.0,18.0,118.0,81.0,24.0,3.0,3.0,134.31,1029.18,18.0,51.76,14.41,1.0,0.0,0.0,1.0,156.55,70.0,27.0,35.0,1873.0,16.18,12.42,1.56,1.39,1110.08,13.0,12.0,20.0,83.0,71.0,18.0,0.0,0.0,48.17,913.55,20.0,54.33,14.46,0.0,0.0,0.0,0.0,147.56,72.0,4.0,25.0,1673.0,15.38,12.52,2.05,0.4,1332.11,19.0,18.0,16.0,142.0,80.0,60.0,6.0,11.0,138.34,1010.22,16.0,47.98,12.68,1.0,0.0,1.0,1.0,183.15,99.0,-5.0,37.0,1883.0,16.39,12.37,2.17,1.43,0.0,0.0,0.0,0.0,2050000.0,206,73,Nick Bonino,2,2,1,3,3,4,3,0,1,2,0,21.0,209,23.0,45,5.0,352,26.0,101,3,3,3,4,3,3,0,1,3,4,4,4,2,1,3,3,707,232
Ian Cole,Ian Cole,Defenseman,32,USA,"6' 1""",225,Left,1286.24,17.0,2.0,83.0,77.0,75.0,110.0,0.0,0.0,2.27,1096.43,83.0,0.0,2.6,1.0,0.0,0.0,1.0,187.14,104.0,15.0,19.0,1618.0,17.09,14.37,2.29,0.01,857.27,7.0,1.0,32.0,30.0,54.0,38.0,0.0,0.0,2.46,780.53,32.0,0.0,3.3,1.0,0.0,0.0,0.0,73.48,94.0,21.0,8.0,1066.0,15.52,14.27,1.22,0.03,1150.24,22.0,4.0,36.0,92.0,65.0,83.0,0.0,0.0,1.11,993.33,36.0,0.0,4.3,1.0,0.0,0.0,0.0,155.4,122.0,21.0,26.0,1424.0,17.41,15.17,2.23,0.01,1402.41,13.0,2.0,115.0,82.0,71.0,107.0,0.0,0.0,5.56,1163.38,115.0,0.0,2.44,0.0,0.0,0.0,0.0,233.07,178.0,-1.0,15.0,1682.0,19.45,16.23,3.17,0.05,1190.57,15.0,5.0,76.0,84.0,67.0,95.0,0.0,1.0,1.35,1039.23,76.0,0.0,5.95,0.0,0.0,0.0,0.0,149.59,116.0,14.0,20.0,1587.0,17.46,15.3,2.14,0.01,1605.25,21.0,5.0,72.0,89.0,81.0,164.0,0.0,1.0,7.59,1402.23,72.0,0.0,5.62,1.0,0.0,0.0,0.0,195.03,194.0,26.0,26.0,2109.0,19.49,17.18,2.24,0.05,0.0,0.0,0.0,0.0,2900000.0,171,73,Ian Cole,2,2,2,0,1,1,0,2,1,1,4,16.0,290,14.0,258,11.0,75,22.0,153,2,0,0,1,3,4,3,4,3,2,3,4,2,2,4,0,776,197
